2	0.09	256	3720
3	0.30	1024	12216
2	0.09	256	3432
1	0.06	256	2984
0	0.03	64	892
0	0.03	128	1076
0	0.03	128	1164
0	0.05	128	2260
1	0.05	256	2176
2	0.07	256	3088
3	0.35	1024	14372
4	0.42	512	7140
5	2.41	1024	16156
6	23.21	2048	32328
6	4.75	512	7700
6	8.93	1024	15964
6	8.30	1024	15816
6	11.68	2048	25460
6	10.21	1024	14472
6	14.45	1024	14392
6	9.51	1024	16124
6	11.36	1024	16368
6	14.21	1024	15472
